stash,stash_section,stash_item,lbproc,lblev,lbplev,blev,cmip6_short_name,mip_table,is_simple_mapping,n_stash_refs_in_expression,units,status,expression,source_file
m01s03i223,3,223,0,,,,evspsbl,CF3hr,True,1,kg m-2 s-1,embargoed,m01s03i223[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s03i234,3,234,0,,,,hfls,CF3hr,True,1,W m-2,embargoed,m01s03i234[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s03i217,3,217,0,,,,hfss,CF3hr,True,1,W m-2,embargoed,m01s03i217[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s03i245,3,245,0,,,,hurs,CF3hr,True,1,%,embargoed,m01s03i245[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s00i408,0,408,0,,,,pfull,CF3hr,True,1,Pa,embargoed,m01s00i408[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s00i407,0,407,0,,,,phalf,CF3hr,True,1,Pa,embargoed,m01s00i407[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s05i216,5,216,0,,,,pr,CF3hr,True,1,kg m-2 s-1,embargoed,m01s05i216[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s05i215,5,215,0,,,,prsn,CF3hr,True,1,kg m-2 s-1,embargoed,m01s05i215[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s05i228,5,228,0,,,,prsnc,CF3hr,True,1,kg m-2 s-1,ok,m01s05i228[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s30i461,30,461,0,,,,prw,CF3hr,True,1,kg m-2,embargoed,m01s30i461[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s00i409,0,409,0,,,,ps,CF3hr,True,1,Pa,ok,m01s00i409[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s16i222,16,222,0,,,,psl,CF3hr,True,1,Pa,embargoed,m01s16i222[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s02i207,2,207,0,,,,rlds,CF3hr,True,1,W m-2,embargoed,m01s02i207[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s02i208,2,208,0,,,,rldscs,CF3hr,True,1,W m-2,embargoed,m01s02i208[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s03i332,3,332,0,,,,rlut,CF3hr,True,1,W m-2,embargoed,m01s03i332[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s01i235,1,235,0,,,,rsds,CF3hr,True,1,W m-2,embargoed,m01s01i235[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s01i210,1,210,0,,,,rsdscs,CF3hr,True,1,W m-2,embargoed,m01s01i210[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s01i207,1,207,0,,,,rsdt,CF3hr,True,1,W m-2,embargoed,m01s01i207[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s01i211,1,211,0,,,,rsuscs,CF3hr,True,1,W m-2,embargoed,m01s01i211[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s01i208,1,208,0,,,,rsut,CF3hr,True,1,W m-2,embargoed,m01s01i208[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s01i209,1,209,0,,,,rsutcs,CF3hr,True,1,W m-2,embargoed,m01s01i209[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s03i298,3,298,0,,,,sbl,CF3hr,True,1,kg m-2 s-1,embargoed,m01s03i298[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s05i270,5,270,0,,,,sci,CF3hr,True,1,1.0,embargoed,m01s05i270[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s03i230,3,230,0,,,,sfcWind,CF3hr,True,1,m s-1,embargoed,m01s03i230[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s30i111,30,111,0,,,,ta,CF3hr,True,1,K,embargoed,m01s30i111[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s03i460,3,460,0,,,,tauu,CF3hr,True,1,Pa,embargoed,m01s03i460[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s03i461,3,461,0,,,,tauv,CF3hr,True,1,Pa,embargoed,m01s03i461[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s00i024,0,24,0,,,,ts,CF3hr,True,1,K,ok,m01s00i024[lbproc=0],HadGEM3_CF3hr_mappings.cfg
m01s00i010,0,10,128,,,,hus,CFday,True,1,1,ok,m01s00i010[lbproc=128],HadGEM3_CFday_mappings.cfg
m01s30i111,30,111,128,,,,ta,CFday,True,1,K,ok,m01s30i111[lbproc=128],HadGEM3_CFday_mappings.cfg
m01s00i002,0,2,128,,,,ua,CFday,True,1,m s-1,ok,m01s00i002[lbproc=128],HadGEM3_CFday_mappings.cfg
m01s00i003,0,3,128,,,,va,CFday,True,1,m s-1,ok,m01s00i003[lbproc=128],HadGEM3_CFday_mappings.cfg
m01s30i008,30,8,128,,,,wap,CFday,True,1,Pa s-1,ok,m01s30i008[lbproc=128],HadGEM3_CFday_mappings.cfg
m01s16i201,16,201,128,,,,zg,CFday,True,1,m,ok,m01s16i201[lbproc=128],HadGEM3_CFday_mappings.cfg
m01s00i010,0,10,128,,,,hus,CFmon,True,1,1,ok,m01s00i010[lbproc=128],HadGEM3_CFmon_mappings.cfg
m01s30i111,30,111,128,,,,ta,CFmon,True,1,K,ok,m01s30i111[lbproc=128],HadGEM3_CFmon_mappings.cfg
m01s05i269,5,269,0,,,,ci,CFsubhr,True,1,1,ok,m01s05i269[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s02i261,2,261,0,,,,cl,CFsubhr,True,1,1,ok,m01s02i261[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s02i309,2,309,0,,,,cli,CFsubhr,True,1,kg kg-1,ok,m01s02i309[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s02i392,2,392,0,,,,clivi,CFsubhr,True,1,kg m-2,ok,m01s02i392[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s02i204,2,204,0,,,,clt,CFsubhr,True,1,1,ok,m01s02i204[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s02i308,2,308,0,,,,clw,CFsubhr,True,1,kg kg-1,ok,m01s02i308[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s03i223,3,223,0,,,,evspsbl,CFsubhr,True,1,kg m-2 s-1,ok,m01s03i223[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s03i234,3,234,0,,,,hfls,CFsubhr,True,1,W m-2,ok,m01s03i234[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s03i217,3,217,0,,,,hfss,CFsubhr,True,1,W m-2,ok,m01s03i217[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s30i113,30,113,0,,,,hur,CFsubhr,True,1,%,ok,m01s30i113[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s03i245,3,245,0,,,,hurs,CFsubhr,True,1,%,ok,m01s03i245[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s00i010,0,10,0,,,,hus,CFsubhr,True,1,1,ok,m01s00i010[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s03i237,3,237,0,,,,huss,CFsubhr,True,1,1,ok,m01s03i237[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s00i408,0,408,0,,,,pfull,CFsubhr,True,1,Pa,ok,m01s00i408[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s00i407,0,407,0,,,,phalf,CFsubhr,True,1,Pa,ok,m01s00i407[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s05i216,5,216,0,,,,pr,CFsubhr,True,1,kg m-2 s-1,ok,m01s05i216[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s05i215,5,215,0,,,,prsn,CFsubhr,True,1,kg m-2 s-1,ok,m01s05i215[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s30i461,30,461,0,,,,prw,CFsubhr,True,1,kg m-2,ok,m01s30i461[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s00i409,0,409,0,,,,ps,CFsubhr,True,1,Pa,ok,m01s00i409[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s16i222,16,222,0,,,,psl,CFsubhr,True,1,Pa,ok,m01s16i222[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s02i218,2,218,0,,,,rld,CFsubhr,True,1,W m-2,ok,correct_multilevel_metadata(m01s02i218[lbproc=0]),HadGEM3_CFsubhr_mappings.cfg
m01s02i220,2,220,0,,,,rldcs,CFsubhr,True,1,W m-2,ok,correct_multilevel_metadata(m01s02i220[lbproc=0]),HadGEM3_CFsubhr_mappings.cfg
m01s02i207,2,207,0,,,,rlds,CFsubhr,True,1,W m-2,ok,m01s02i207[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s02i208,2,208,0,,,,rldscs,CFsubhr,True,1,W m-2,ok,m01s02i208[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s02i217,2,217,0,,,,rlu,CFsubhr,True,1,W m-2,ok,correct_multilevel_metadata(m01s02i217[lbproc=0]),HadGEM3_CFsubhr_mappings.cfg
m01s02i219,2,219,0,,,,rlucs,CFsubhr,True,1,W m-2,ok,correct_multilevel_metadata(m01s02i219[lbproc=0]),HadGEM3_CFsubhr_mappings.cfg
m01s02i205,2,205,0,,,,rlut,CFsubhr,True,1,W m-2,ok,m01s02i205[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s02i206,2,206,0,,,,rlutcs,CFsubhr,True,1,W m-2,ok,m01s02i206[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s01i218,1,218,0,,,,rsd,CFsubhr,True,1,W m-2,ok,correct_multilevel_metadata(m01s01i218[lbproc=0]),HadGEM3_CFsubhr_mappings.cfg
m01s01i220,1,220,0,,,,rsdcs,CFsubhr,True,1,W m-2,ok,correct_multilevel_metadata(m01s01i220[lbproc=0]),HadGEM3_CFsubhr_mappings.cfg
m01s01i235,1,235,0,,,,rsds,CFsubhr,True,1,W m-2,ok,m01s01i235[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s01i210,1,210,0,,,,rsdscs,CFsubhr,True,1,W m-2,ok,m01s01i210[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s01i207,1,207,0,,,,rsdt,CFsubhr,True,1,W m-2,ok,m01s01i207[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s01i217,1,217,0,,,,rsu,CFsubhr,True,1,W m-2,ok,correct_multilevel_metadata(m01s01i217[lbproc=0]),HadGEM3_CFsubhr_mappings.cfg
m01s01i219,1,219,0,,,,rsucs,CFsubhr,True,1,W m-2,ok,correct_multilevel_metadata(m01s01i219[lbproc=0]),HadGEM3_CFsubhr_mappings.cfg
m01s01i211,1,211,0,,,,rsuscs,CFsubhr,True,1,W m-2,ok,m01s01i211[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s01i208,1,208,0,,,,rsut,CFsubhr,True,1,W m-2,ok,m01s01i208[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s01i209,1,209,0,,,,rsutcs,CFsubhr,True,1,W m-2,ok,m01s01i209[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s03i298,3,298,0,,,,sbl,CFsubhr,True,1,kg m-2 s-1,ok,m01s03i298[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s05i270,5,270,0,,,,sci,CFsubhr,True,1,1,ok,m01s05i270[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s03i230,3,230,0,,,,sfcWind,CFsubhr,True,1,m s-1,ok,m01s03i230[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s30i111,30,111,0,,,,ta,CFsubhr,True,1,K,ok,m01s30i111[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s03i236,3,236,0,,,,tas,CFsubhr,True,1,K,ok,m01s03i236[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s03i460,3,460,0,,,,tauu,CFsubhr,True,1,Pa,ok,m01s03i460[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s03i461,3,461,0,,,,tauv,CFsubhr,True,1,Pa,ok,m01s03i461[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s30i182,30,182,0,,,,tnhus,CFsubhr,True,1,s-1,ok,m01s30i182[lbproc=0] / ATMOS_TIMESTEP,HadGEM3_CFsubhr_mappings.cfg
m01s05i162,5,162,0,,,,tnhusc,CFsubhr,True,1,s-1,ok,m01s05i162[lbproc=0] / ATMOS_TIMESTEP,HadGEM3_CFsubhr_mappings.cfg
m01s30i181,30,181,0,,,,tnt,CFsubhr,True,1,K s-1,ok,m01s30i181[lbproc=0] / ATMOS_TIMESTEP,HadGEM3_CFsubhr_mappings.cfg
m01s05i161,5,161,0,,,,tntc,CFsubhr,True,1,K s-1,ok,m01s05i161[lbproc=0] / ATMOS_TIMESTEP,HadGEM3_CFsubhr_mappings.cfg
m01s00i024,0,24,0,,,,ts,CFsubhr,True,1,K,ok,m01s00i024[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s00i002,0,2,0,,,,ua,CFsubhr,True,1,m s-1,ok,m01s00i002[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s03i209,3,209,0,,,,uas,CFsubhr,True,1,m s-1,ok,m01s03i209[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s00i003,0,3,0,,,,va,CFsubhr,True,1,m s-1,ok,m01s00i003[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s03i210,3,210,0,,,,vas,CFsubhr,True,1,m s-1,ok,m01s03i210[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s30i008,30,8,0,,,,wap,CFsubhr,True,1,Pa s-1,ok,m01s30i008[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s16i201,16,201,0,,,,zg,CFsubhr,True,1,m,ok,m01s16i201[lbproc=0],HadGEM3_CFsubhr_mappings.cfg
m01s02i261,2,261,0,,,,cl,Cres6hrPt,True,1,1,embargoed,m01s02i261[lbproc=0],HadGEM3_Cres6hrPt_mappings.cfg
m01s50i214,50,214,0,,,,emidms,Cres6hrPt,True,1,kg m-2 s-1,embargoed,m01s50i214[lbproc=0],HadGEM3_Cres6hrPt_mappings.cfg
m01s03i209,3,209,0,,,,uas,Cres6hrPt,True,1,m s-1,embargoed,m01s03i209[lbproc=0],HadGEM3_Cres6hrPt_mappings.cfg
m01s03i210,3,210,0,,,,vas,Cres6hrPt,True,1,m s-1,embargoed,m01s03i210[lbproc=0],HadGEM3_Cres6hrPt_mappings.cfg
m01s03i332,3,332,128,,,,rlut,E1hrClimMon,True,1,W m-2,ok,"mean_diurnal_cycle(m01s03i332[lbproc=128, lbtim_ia=24])",HadGEM3_E1hrClimMon_mappings.cfg
m01s01i207,1,207,128,,,,rsdt,E1hrClimMon,True,1,W m-2,ok,"mean_diurnal_cycle(m01s01i207[lbproc=128, lbtim_ia=24])",HadGEM3_E1hrClimMon_mappings.cfg
m01s01i208,1,208,128,,,,rsut,E1hrClimMon,True,1,W m-2,ok,"mean_diurnal_cycle(m01s01i208[lbproc=128, lbtim_ia=24])",HadGEM3_E1hrClimMon_mappings.cfg
m01s01i209,1,209,128,,,,rsutcs,E1hrClimMon,True,1,W m-2,ok,"mean_diurnal_cycle(m01s01i209[lbproc=128, lbtim_ia=24])",HadGEM3_E1hrClimMon_mappings.cfg
m01s16i222,16,222,0,,,,psl,E1hr,True,1,Pa,embargoed,m01s16i222[lbproc=0],HadGEM3_E1hr_mappings.cfg
m01s02i372,2,372,0,,,,cfadDbze94,E3hrPt,True,1,1,ok,m01s02i372[lbproc=0],HadGEM3_E3hrPt_mappings.cfg
m01s02i370,2,370,0,,,,cfadLidarsr532,E3hrPt,True,1,1,ok,m01s02i370[lbproc=0],HadGEM3_E3hrPt_mappings.cfg
m01s34i009,34,9,0,,,,ch4,E3hrPt,True,1,mol mol-1,embargoed,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CH4)
* m01s34i009[lbproc=0]",HadGEM3_E3hrPt_mappings.cfg
m01s00i010,0,10,0,,,,hus,E3hrPt,True,1,1,ok,m01s00i010[lbproc=0],HadGEM3_E3hrPt_mappings.cfg
m01s34i049,34,49,0,,,,n2o,E3hrPt,True,1,mol mol-1,embargoed,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_N2O)
* m01s34i049[lbproc=0]",HadGEM3_E3hrPt_mappings.cfg
m01s34i001,34,1,0,,,,o3,E3hrPt,True,1,mol mol-1,embargoed,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_O3)
* m01s34i001[lbproc=0]",HadGEM3_E3hrPt_mappings.cfg
m01s02i348,2,348,0,,,,parasolRefl,E3hrPt,True,1,1,ok,fix_parasol_sza_axis(m01s02i348[lbproc=0]),HadGEM3_E3hrPt_mappings.cfg
m01s00i409,0,409,0,,,,ps,E3hrPt,True,1,Pa,ok,m01s00i409[lbproc=0],HadGEM3_E3hrPt_mappings.cfg
m01s16i222,16,222,0,,,,psl,E3hrPt,True,1,Pa,embargoed,m01s16i222[lbproc=0],HadGEM3_E3hrPt_mappings.cfg
m01s01i220,1,220,0,,,,rsdcs,E3hrPt,True,1,W m-2,embargoed,correct_multilevel_metadata(m01s01i220[lbproc=0]),HadGEM3_E3hrPt_mappings.cfg
m01s01i219,1,219,0,,,,rsucs,E3hrPt,True,1,W m-2,embargoed,correct_multilevel_metadata(m01s01i219[lbproc=0]),HadGEM3_E3hrPt_mappings.cfg
m01s01i211,1,211,0,,,,rsuscs,E3hrPt,True,1,W m-2,embargoed,m01s01i211[lbproc=0],HadGEM3_E3hrPt_mappings.cfg
m01s01i519,1,519,0,86,,,rsutcsaf,E3hrPt,True,1,W m-2,embargoed,"m01s01i519[lblev=86, lbproc=0]",HadGEM3_E3hrPt_mappings.cfg
m01s01i527,1,527,0,86,,,rsutcsafbnd,E3hrPt,True,1,W m-2,embargoed,"m01s01i527[lblev=86, lbproc=0]",HadGEM3_E3hrPt_mappings.cfg
m01s01i511,1,511,0,86,,,rsutcsbnd,E3hrPt,True,1,W m-2,embargoed,"m01s01i511[lblev=86, lbproc=0]",HadGEM3_E3hrPt_mappings.cfg
m01s00i024,0,24,0,,,,ts,E3hrPt,True,1,K,embargoed,m01s00i024[lbproc=0],HadGEM3_E3hrPt_mappings.cfg
m01s05i206,5,206,128,,,,prsnc,E3hr,True,1,kg m-2 s-1,embargoed,m01s05i206[lbproc=128],HadGEM3_E3hr_mappings.cfg
m01s00i409,0,409,192,,,,ps,E6hrZ,True,1,Pa,embargoed,m01s00i409[lbproc=192],HadGEM3_E6hrZ_mappings.cfg
m01s06i115,6,115,192,,,PLEV39,utendnogw,EdayZ,True,1,m s-2,ok,"m01s06i115[blev=PLEV39, lbproc=192]",HadGEM3_EdayZ_mappings.cfg
m01s06i247,6,247,192,,,PLEV39,utendogw,EdayZ,True,1,m s-2,ok,"m01s06i247[blev=PLEV39, lbproc=192]",HadGEM3_EdayZ_mappings.cfg
m01s01i201,1,201,128,,,,rss,Eday,True,1,W m-2,embargoed,m01s01i201[lbproc=128],HadGEM3_Eday_mappings.cfg
m01s06i115,6,115,192,,,PLEV39,utendnogw,EmonZ,True,1,m s-2,ok,"m01s06i115[blev=PLEV39, lbproc=192]",HadGEM3_EmonZ_mappings.cfg
m01s00i033,0,33,128,,,,orog,Emon,True,1,m,ok,m01s00i033[lbproc=128],HadGEM3_Emon_mappings.cfg
m01s30i008,30,8,128,,,,wap,Emon,True,1,Pa s-1,ok,m01s30i008[lbproc=128],HadGEM3_Emon_mappings.cfg
m01s00i409,0,409,0,,,,ps,Esubhr,True,1,Pa,embargoed,m01s00i409[lbproc=0],HadGEM3_Esubhr_mappings.cfg
m01s03i190,3,190,0,,,,tnhuspbl,Esubhr,True,1,s-1,embargoed,m01s03i190[lbproc=0] / ATMOS_TIMESTEP,HadGEM3_Esubhr_mappings.cfg
m01s03i189,3,189,0,,,,tntpbl,Esubhr,True,1,K s-1,embargoed,m01s03i189[lbproc=0] / ATMOS_TIMESTEP,HadGEM3_Esubhr_mappings.cfg
m01s02i161,2,161,0,,,,tntrl,Esubhr,True,1,K s-1,embargoed,m01s02i161[lbproc=0] / ATMOS_TIMESTEP,HadGEM3_Esubhr_mappings.cfg
m01s02i233,2,233,0,,,,tntrlcs,Esubhr,True,1,K s-1,embargoed,m01s02i233[lbproc=0],HadGEM3_Esubhr_mappings.cfg
m01s01i161,1,161,0,,,,tntrs,Esubhr,True,1,K s-1,embargoed,m01s01i161[lbproc=0] / ATMOS_TIMESTEP,HadGEM3_Esubhr_mappings.cfg
m01s01i233,1,233,0,,,,tntrscs,Esubhr,True,1,K s-1,embargoed,m01s01i233[lbproc=0],HadGEM3_Esubhr_mappings.cfg
m01s05i216,5,216,128,,,,pr,GA7mon,True,1,kg m-2 s-1,Internal,"m01s05i216[lbproc=128, lbtim=122]",HadGEM3_GA7mon_mappings.cfg
m01s00i024,0,24,128,,,,ts,GA7mon,True,1,K,Internal,"m01s00i024[lbproc=128, lbtim=122]",HadGEM3_GA7mon_mappings.cfg
m01s02i420,2,420,128,,,,rldcso3ref,GCAERmon,True,1,W m-2,embargoed,correct_multilevel_metadata(m01s02i420[lbproc=128]),HadGEM3_GCAERmon_mappings.cfg
m01s02i418,2,418,128,,,,rldo3ref,GCAERmon,True,1,W m-2,embargoed,correct_multilevel_metadata(m01s02i418[lbproc=128]),HadGEM3_GCAERmon_mappings.cfg
m01s02i420,2,420,128,1,,,rldscso3ref,GCAERmon,True,1,W m-2,embargoed,"m01s02i420[lblev=1, lbproc=128]",HadGEM3_GCAERmon_mappings.cfg
m01s02i418,2,418,128,1,,,rldso3ref,GCAERmon,True,1,W m-2,embargoed,"m01s02i418[lblev=1, lbproc=128]",HadGEM3_GCAERmon_mappings.cfg
m01s02i419,2,419,128,,,,rlucso3ref,GCAERmon,True,1,W m-2,embargoed,correct_multilevel_metadata(m01s02i419[lbproc=128]),HadGEM3_GCAERmon_mappings.cfg
m01s02i417,2,417,128,,,,rluo3ref,GCAERmon,True,1,W m-2,embargoed,correct_multilevel_metadata(m01s02i417[lbproc=128]),HadGEM3_GCAERmon_mappings.cfg
m01s02i419,2,419,128,1,,,rluscso3ref,GCAERmon,True,1,W m-2,embargoed,"m01s02i419[lblev=1, lbproc=128]",HadGEM3_GCAERmon_mappings.cfg
m01s02i417,2,417,128,1,,,rluso3ref,GCAERmon,True,1,W m-2,embargoed,"m01s02i417[lblev=1, lbproc=128]",HadGEM3_GCAERmon_mappings.cfg
m01s02i419,2,419,128,86,,,rlutcso3ref,GCAERmon,True,1,W m-2,embargoed,"m01s02i419[lblev=86, lbproc=128]",HadGEM3_GCAERmon_mappings.cfg
m01s02i417,2,417,128,86,,,rluto3ref,GCAERmon,True,1,W m-2,embargoed,"m01s02i417[lblev=86, lbproc=128]",HadGEM3_GCAERmon_mappings.cfg
m01s01i420,1,420,128,,,,rsdcso3ref,GCAERmon,True,1,W m-2,embargoed,correct_multilevel_metadata(m01s01i420[lbproc=128]),HadGEM3_GCAERmon_mappings.cfg
m01s01i418,1,418,128,,,,rsdo3ref,GCAERmon,True,1,W m-2,embargoed,correct_multilevel_metadata(m01s01i418[lbproc=128]),HadGEM3_GCAERmon_mappings.cfg
m01s01i420,1,420,128,1,,,rsdscso3ref,GCAERmon,True,1,W m-2,embargoed,"m01s01i420[lblev=1, lbproc=128]",HadGEM3_GCAERmon_mappings.cfg
m01s01i418,1,418,128,1,,,rsdso3ref,GCAERmon,True,1,W m-2,embargoed,"m01s01i418[lblev=1, lbproc=128]",HadGEM3_GCAERmon_mappings.cfg
m01s01i419,1,419,128,,,,rsucso3ref,GCAERmon,True,1,W m-2,embargoed,correct_multilevel_metadata(m01s01i419[lbproc=128]),HadGEM3_GCAERmon_mappings.cfg
m01s01i417,1,417,128,,,,rsuo3ref,GCAERmon,True,1,W m-2,embargoed,correct_multilevel_metadata(m01s01i417[lbproc=128]),HadGEM3_GCAERmon_mappings.cfg
m01s01i419,1,419,128,1,,,rsuscso3ref,GCAERmon,True,1,W m-2,embargoed,"m01s01i419[lblev=1, lbproc=128]",HadGEM3_GCAERmon_mappings.cfg
m01s01i417,1,417,128,1,,,rsuso3ref,GCAERmon,True,1,W m-2,embargoed,"m01s01i417[lblev=1, lbproc=128]",HadGEM3_GCAERmon_mappings.cfg
m01s01i419,1,419,128,86,,,rsutcso3ref,GCAERmon,True,1,W m-2,embargoed,"m01s01i419[lblev=86, lbproc=128]",HadGEM3_GCAERmon_mappings.cfg
m01s01i417,1,417,128,86,,,rsuto3ref,GCAERmon,True,1,W m-2,embargoed,"m01s01i417[lblev=86, lbproc=128]",HadGEM3_GCAERmon_mappings.cfg
m01s03i236,3,236,128,,,,tas,GCAmon6hr,True,1,K,ok,"m01s03i236[lbtim_ia=6, lbproc=128]",HadGEM3_GCAmon6hr_mappings.cfg
m01s00i033,0,33,128,,,,orog,LPmon,True,1,m,ok,m01s00i033[lbproc=128],HadGEM3_LPmon_mappings.cfg
m01s03i230,3,230,8192,,,,sfcWindmax,day,True,1,m s-1,ok,m01s03i230[lbproc=8192],HadGEM3_day_mappings.cfg
m01s03i236,3,236,8192,,,,tasmax,day,True,1,K,ok,m01s03i236[lbproc=8192],HadGEM3_day_mappings.cfg
m01s03i236,3,236,4096,,,,tasmin,day,True,1,K,ok,m01s03i236[lbproc=4096],HadGEM3_day_mappings.cfg
m01s50i063,50,63,128,,,,airmass,AERmon,True,1,kg m-2,ok,div_by_area(m01s50i063[lbproc=128]),HadGEM3_mappings.cfg
m01s50i063,50,63,128,,,,airmass,AEmonLev,True,1,kg m-2,ok,div_by_area(m01s50i063[lbproc=128]),HadGEM3_mappings.cfg
m01s01i269,1,269,0,,,,albdiffbnd,E3hrPt,True,1,1,embargoed,m01s01i269[lbproc=0],HadGEM3_mappings.cfg
m01s01i269,1,269,0,,,,albdiffbnd,AP3hrPt,True,1,1,embargoed,m01s01i269[lbproc=0],HadGEM3_mappings.cfg
m01s01i268,1,268,0,,,,albdirbnd,E3hrPt,True,1,1,embargoed,m01s01i268[lbproc=0],HadGEM3_mappings.cfg
m01s01i268,1,268,0,,,,albdirbnd,AP3hrPt,True,1,1,embargoed,m01s01i268[lbproc=0],HadGEM3_mappings.cfg
m01s00i505,0,505,,,,,areacella,fx,True,1,m2,ok,areacella(m01s00i505),HadGEM3_mappings.cfg
m01s00i505,0,505,,,,,areacella,APfx,True,1,m2,ok,areacella(m01s00i505),HadGEM3_mappings.cfg
m01s03i054,3,54,128,,,,ares,Eday,True,1,s m-1,ok,m01s03i054[lbproc=128],HadGEM3_mappings.cfg
m01s03i054,3,54,128,,,,ares,LPday,True,1,s m-1,ok,m01s03i054[lbproc=128],HadGEM3_mappings.cfg
m01s03i304,3,304,128,,,,bldep,AERmon,True,1,m,ok,m01s03i304[lbproc=128],HadGEM3_mappings.cfg
m01s03i304,3,304,128,,,,bldep,6hrPlev,True,1,m,ok,m01s03i304[lbproc=128],HadGEM3_mappings.cfg
m01s03i304,3,304,128,,,,bldep,AEmon,True,1,m,ok,m01s03i304[lbproc=128],HadGEM3_mappings.cfg
m01s03i304,3,304,128,,,,bldep,AE6hr,True,1,m,ok,m01s03i304[lbproc=128],HadGEM3_mappings.cfg
m01s34i014,34,14,128,,,,c2h6,AERmon,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C2H6) * m01s34i014[lbproc=128],HadGEM3_mappings.cfg
