stash,stash_section,stash_item,lbproc,lblev,lbplev,blev,cmip6_short_name,mip_table,is_simple_mapping,n_stash_refs_in_expression,units,status,expression,source_file
m01s34i014,34,14,128,,,,c2h6,AEmonLev,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C2H6) * m01s34i014[lbproc=128],HadGEM3_mappings.cfg
m01s34i018,34,18,128,,,,c3h8,AERmon,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C3H8) * m01s34i018[lbproc=128],HadGEM3_mappings.cfg
m01s34i018,34,18,128,,,,c3h8,AEmonLev,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_C3H8) * m01s34i018[lbproc=128],HadGEM3_mappings.cfg
m01s02i372,2,372,128,,,,cfadDbze94,Emon,True,1,1,ok,m01s02i372[lbproc=128],HadGEM3_mappings.cfg
m01s02i372,2,372,128,,,,cfadDbze94,APmon,True,1,1,ok,m01s02i372[lbproc=128],HadGEM3_mappings.cfg
m01s02i370,2,370,128,,,,cfadLidarsr532,Emon,True,1,1,ok,m01s02i370[lbproc=128],HadGEM3_mappings.cfg
m01s02i370,2,370,128,,,,cfadLidarsr532,APmon,True,1,1,ok,m01s02i370[lbproc=128],HadGEM3_mappings.cfg
m01s34i022,34,22,128,,,,ch3coch3,AERmon,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CH3COCH3) * m01s34i022[lbproc=128],HadGEM3_mappings.cfg
m01s34i022,34,22,128,,,,ch3coch3,AEmonLev,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CH3COCH3) * m01s34i022[lbproc=128],HadGEM3_mappings.cfg
m01s50i150,50,150,128,,,,chegpso4,AERmon,True,1,g m-2 s-1,ok,"achem_emdrywet(MOLECULAR_MASS_OF_SO4, m01s50i150[lbproc=128], areadiv='True')",HadGEM3_mappings.cfg
m01s50i150,50,150,128,,,,chegpso4,AEmonLev,True,1,g m-2 s-1,ok,"achem_emdrywet(MOLECULAR_MASS_OF_SO4, m01s50i150[lbproc=128], areadiv='True')",HadGEM3_mappings.cfg
m01s05i269,5,269,128,,,,ci,Amon,True,1,1,ok,m01s05i269[lbproc=128],HadGEM3_mappings.cfg
m01s05i269,5,269,128,,,,ci,APmon,True,1,1,ok,m01s05i269[lbproc=128],HadGEM3_mappings.cfg
m01s02i261,2,261,128,,,,cl,Amon,True,1,1,ok,m01s02i261[lbproc=128],HadGEM3_mappings.cfg
m01s02i261,2,261,128,,,,cl,CFday,True,1,1,ok,m01s02i261[lbproc=128],HadGEM3_mappings.cfg
m01s02i261,2,261,128,,,,cl,APmonLev,True,1,1,ok,m01s02i261[lbproc=128],HadGEM3_mappings.cfg
m01s02i261,2,261,128,,,,cl,APdayLev,True,1,1,ok,m01s02i261[lbproc=128],HadGEM3_mappings.cfg
m01s02i317,2,317,128,,,,clc,CFmon,True,1,1,ok,m01s02i317[lbproc=128],HadGEM3_mappings.cfg
m01s02i317,2,317,128,,,,clc,APmonLev,True,1,1,ok,m01s02i317[lbproc=128],HadGEM3_mappings.cfg
m01s02i309,2,309,128,,,,cli,Amon,True,1,kg kg-1,ok,m01s02i309[lbproc=128],HadGEM3_mappings.cfg
m01s02i309,2,309,128,,,,cli,CFday,True,1,kg kg-1,ok,m01s02i309[lbproc=128],HadGEM3_mappings.cfg
m01s02i309,2,309,128,,,,cli,APmonLev,True,1,kg kg-1,ok,m01s02i309[lbproc=128],HadGEM3_mappings.cfg
m01s02i309,2,309,128,,,,cli,APdayLev,True,1,kg kg-1,ok,m01s02i309[lbproc=128],HadGEM3_mappings.cfg
m01s02i319,2,319,128,,,,clic,CFmon,True,1,1,ok,m01s02i319[lbproc=128],HadGEM3_mappings.cfg
m01s02i319,2,319,128,,,,clic,APmonLev,True,1,1,ok,m01s02i319[lbproc=128],HadGEM3_mappings.cfg
m01s02i392,2,392,128,,,,clivi,Amon,True,1,kg m-2,ok,m01s02i392[lbproc=128],HadGEM3_mappings.cfg
m01s02i392,2,392,128,,,,clivi,CFday,True,1,kg m-2,ok,m01s02i392[lbproc=128],HadGEM3_mappings.cfg
m01s02i392,2,392,128,,,,clivi,APmon,True,1,kg m-2,ok,m01s02i392[lbproc=128],HadGEM3_mappings.cfg
m01s02i392,2,392,128,,,,clivi,APday,True,1,kg m-2,ok,m01s02i392[lbproc=128],HadGEM3_mappings.cfg
m01s02i396,2,396,128,,,,clivic,Eday,True,1,kg m-2,ok,m01s02i396[lbproc=128],HadGEM3_mappings.cfg
m01s02i396,2,396,128,,,,clivic,APday,True,1,kg m-2,ok,m01s02i396[lbproc=128],HadGEM3_mappings.cfg
m01s02i204,2,204,128,,,,clt,Amon,True,1,1,ok,m01s02i204[lbproc=128],HadGEM3_mappings.cfg
m01s02i204,2,204,128,,,,clt,3hr,True,1,1,ok,m01s02i204[lbproc=128],HadGEM3_mappings.cfg
m01s02i204,2,204,128,,,,clt,day,True,1,1,ok,m01s02i204[lbproc=128],HadGEM3_mappings.cfg
m01s02i204,2,204,128,,,,clt,APmon,True,1,1,ok,m01s02i204[lbproc=128],HadGEM3_mappings.cfg
m01s02i204,2,204,128,,,,clt,AP3hr,True,1,1,ok,m01s02i204[lbproc=128],HadGEM3_mappings.cfg
m01s02i204,2,204,128,,,,clt,APday,True,1,1,ok,m01s02i204[lbproc=128],HadGEM3_mappings.cfg
m01s02i308,2,308,128,,,,clw,Amon,True,1,kg kg-1,ok,m01s02i308[lbproc=128],HadGEM3_mappings.cfg
m01s02i308,2,308,128,,,,clw,CFday,True,1,kg kg-1,ok,m01s02i308[lbproc=128],HadGEM3_mappings.cfg
m01s02i308,2,308,128,,,,clw,APmonLev,True,1,kg kg-1,ok,m01s02i308[lbproc=128],HadGEM3_mappings.cfg
m01s02i308,2,308,128,,,,clw,APdayLev,True,1,kg kg-1,ok,m01s02i308[lbproc=128],HadGEM3_mappings.cfg
m01s02i318,2,318,128,,,,clwc,CFmon,True,1,1,ok,m01s02i318[lbproc=128],HadGEM3_mappings.cfg
m01s02i318,2,318,128,,,,clwc,APmonLev,True,1,1,ok,m01s02i318[lbproc=128],HadGEM3_mappings.cfg
m01s34i010,34,10,128,,,,co,AERmon,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * m01s34i010[lbproc=128],HadGEM3_mappings.cfg
m01s34i010,34,10,128,,,,co,AEmonLev,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * m01s34i010[lbproc=128],HadGEM3_mappings.cfg
m01s30i465,30,465,128,,,,co2mass,Amon,True,1,kg,ok,m01s30i465[lbproc=128],HadGEM3_mappings.cfg
m01s30i465,30,465,128,,,,co2mass,APmon,True,1,kg,ok,m01s30i465[lbproc=128],HadGEM3_mappings.cfg
m01s17i257,17,257,128,,,,concdust,Emon,True,1,ug m-3,ok,m01s17i257[lbproc=128],HadGEM3_mappings.cfg
m01s17i257,17,257,128,,,,concdust,APmonLev,True,1,ug m-3,ok,m01s17i257[lbproc=128],HadGEM3_mappings.cfg
m01s08i209,8,209,128,,,,cw,Eday,True,1,kg m-2,ok,m01s08i209[lbproc=128],HadGEM3_mappings.cfg
m01s08i209,8,209,128,,,,cw,LPday,True,1,kg m-2,ok,m01s08i209[lbproc=128],HadGEM3_mappings.cfg
m01s03i440,3,440,128,,,,depdust,Emon,True,1,kg m-2 s-1,ok,m01s03i440[lbproc=128],HadGEM3_mappings.cfg
m01s03i440,3,440,128,,,,depdust,AEmon,True,1,kg m-2 s-1,ok,m01s03i440[lbproc=128],HadGEM3_mappings.cfg
m01s34i071,34,71,128,,,,dms,AERmon,True,1,mol mol-1,ok,m01s34i071[lbproc=128] * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_DMS),HadGEM3_mappings.cfg
m01s34i071,34,71,128,,,,dms,AEmonLev,True,1,mol mol-1,ok,m01s34i071[lbproc=128] * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_DMS),HadGEM3_mappings.cfg
m01s50i131,50,131,128,,,,dryo3,AERmon,True,1,g m-2 s-1,ok,"achem_emdrywet(MOLECULAR_MASS_OF_O3, m01s50i131[lbproc=128], sumlev='True', areadiv='True')",HadGEM3_mappings.cfg
m01s50i131,50,131,128,,,,dryo3,AEmon,True,1,g m-2 s-1,ok,"achem_emdrywet(MOLECULAR_MASS_OF_O3, m01s50i131[lbproc=128], sumlev='True', areadiv='True')",HadGEM3_mappings.cfg
m01s03i297,3,297,128,,,,ec,Eday,True,1,kg m-2 s-1,ok,m01s03i297[lbproc=128],HadGEM3_mappings.cfg
m01s03i297,3,297,128,,,,ec,LPday,True,1,kg m-2 s-1,ok,m01s03i297[lbproc=128],HadGEM3_mappings.cfg
m01s38i207,38,207,128,,,,emibc,AERmon,True,1,g m-2 s-1,ok,"achem_emdrywet(ATOMIC_MASS_OF_C, m01s38i207[lbproc=128], sumlev='True', areadiv='True')",HadGEM3_mappings.cfg
m01s38i207,38,207,128,,,,emibc,AEmon,True,1,g m-2 s-1,ok,"achem_emdrywet(ATOMIC_MASS_OF_C, m01s38i207[lbproc=128], sumlev='True', areadiv='True')",HadGEM3_mappings.cfg
m01s50i158,50,158,128,,,,emico,AERmon,True,1,kg m-2 s-1,ok,m01s50i158[lbproc=128],HadGEM3_mappings.cfg
m01s50i158,50,158,128,,,,emico,AEmon,True,1,kg m-2 s-1,ok,m01s50i158[lbproc=128],HadGEM3_mappings.cfg
m01s50i214,50,214,128,,,,emidms,AERmon,True,1,kg m-2 s-1,ok,m01s50i214[lbproc=128],HadGEM3_mappings.cfg
m01s50i214,50,214,128,,,,emidms,AEmon,True,1,kg m-2 s-1,ok,m01s50i214[lbproc=128],HadGEM3_mappings.cfg
m01s50i081,50,81,128,,,,emilnox,AERmon,True,1,mol s-1,ok,m01s50i081[lbproc=128],HadGEM3_mappings.cfg
m01s50i081,50,81,128,,,,emilnox,AEmonLev,True,1,mol s-1,ok,m01s50i081[lbproc=128],HadGEM3_mappings.cfg
m01s03i288,3,288,128,,7,,eow,Eday,True,1,kg m-2 s-1,embargoed,"m01s03i288[lbplev=7, lbproc=128]",HadGEM3_mappings.cfg
m01s03i288,3,288,128,,7,,eow,LPday,True,1,kg m-2 s-1,embargoed,"m01s03i288[lbplev=7, lbproc=128]",HadGEM3_mappings.cfg
m01s03i296,3,296,128,,,,es,Eday,True,1,kg m-2 s-1,ok,m01s03i296[lbproc=128],HadGEM3_mappings.cfg
m01s03i296,3,296,128,,,,es,LPday,True,1,kg m-2 s-1,ok,m01s03i296[lbproc=128],HadGEM3_mappings.cfg
m01s03i223,3,223,128,,,,evspsbl,Amon,True,1,kg m-2 s-1,ok,m01s03i223[lbproc=128],HadGEM3_mappings.cfg
m01s03i223,3,223,128,,,,evspsbl,Eday,True,1,kg m-2 s-1,ok,m01s03i223[lbproc=128],HadGEM3_mappings.cfg
m01s03i223,3,223,128,,,,evspsbl,APmon,True,1,kg m-2 s-1,ok,m01s03i223[lbproc=128],HadGEM3_mappings.cfg
m01s03i223,3,223,128,,,,evspsbl,LPday,True,1,kg m-2 s-1,ok,m01s03i223[lbproc=128],HadGEM3_mappings.cfg
m01s03i334,3,334,128,,,,evspsblpot,Emon,True,1,kg m-2 s-1,ok,m01s03i334[lbproc=128],HadGEM3_mappings.cfg
m01s03i334,3,334,128,,,,evspsblpot,Eday,True,1,kg m-2 s-1,ok,m01s03i334[lbproc=128],HadGEM3_mappings.cfg
m01s03i334,3,334,128,,,,evspsblpot,LPmon,True,1,kg m-2 s-1,ok,m01s03i334[lbproc=128],HadGEM3_mappings.cfg
m01s03i334,3,334,128,,,,evspsblpot,LPday,True,1,kg m-2 s-1,ok,m01s03i334[lbproc=128],HadGEM3_mappings.cfg
m01s03i297,3,297,128,,,,evspsblveg,Lmon,True,1,kg m-2 s-1,ok,m01s03i297[lbproc=128],HadGEM3_mappings.cfg
m01s03i297,3,297,128,,,,evspsblveg,LPmon,True,1,kg m-2 s-1,ok,m01s03i297[lbproc=128],HadGEM3_mappings.cfg
m01s50i082,50,82,128,,,,flashrate,Emon,True,1,m-2 min-1,ok,div_by_area(m01s50i082[lbproc=128]),HadGEM3_mappings.cfg
m01s50i082,50,82,128,,,,flashrate,ACmon,True,1,m-2 min-1,ok,div_by_area(m01s50i082[lbproc=128]),HadGEM3_mappings.cfg
m01s03i261,3,261,128,,,,gpp,E3hr,True,1,kg m-2 s-1,ok,m01s03i261[lbproc=128],HadGEM3_mappings.cfg
m01s03i261,3,261,128,,,,gpp,LP3hr,True,1,kg m-2 s-1,ok,m01s03i261[lbproc=128],HadGEM3_mappings.cfg
m01s34i011,34,11,128,,,,hcho,AERmon,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCHO) * m01s34i011[lbproc=128],HadGEM3_mappings.cfg
m01s34i011,34,11,128,,,,hcho,AEmonLev,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCHO) * m01s34i011[lbproc=128],HadGEM3_mappings.cfg
m01s34i992,34,992,128,,,,hcl,AERmon,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCL) * m01s34i992[lbproc=128],HadGEM3_mappings.cfg
m01s34i992,34,992,128,,,,hcl,AEmonLev,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HCL) * m01s34i992[lbproc=128],HadGEM3_mappings.cfg
m01s08i202,8,202,128,,,,hfdsn,LImon,True,1,W m-2,embargoed,m01s08i202[lbproc=128],HadGEM3_mappings.cfg
m01s08i202,8,202,128,,,,hfdsn,Eday,True,1,W m-2,embargoed,m01s08i202[lbproc=128],HadGEM3_mappings.cfg
m01s08i202,8,202,128,,,,hfdsn,LIday,True,1,W m-2,embargoed,m01s08i202[lbproc=128],HadGEM3_mappings.cfg
m01s03i234,3,234,128,,,,hfls,Amon,True,1,W m-2,ok,m01s03i234[lbproc=128],HadGEM3_mappings.cfg
m01s03i234,3,234,128,,,,hfls,3hr,True,1,W m-2,ok,m01s03i234[lbproc=128],HadGEM3_mappings.cfg
m01s03i234,3,234,128,,,,hfls,day,True,1,W m-2,ok,m01s03i234[lbproc=128],HadGEM3_mappings.cfg
m01s03i234,3,234,128,,,,hfls,APmon,True,1,W m-2,ok,m01s03i234[lbproc=128],HadGEM3_mappings.cfg
m01s03i234,3,234,128,,,,hfls,AP3hr,True,1,W m-2,ok,m01s03i234[lbproc=128],HadGEM3_mappings.cfg
m01s03i234,3,234,128,,,,hfls,APday,True,1,W m-2,ok,m01s03i234[lbproc=128],HadGEM3_mappings.cfg
m01s03i217,3,217,128,,,,hfss,Amon,True,1,W m-2,ok,m01s03i217[lbproc=128],HadGEM3_mappings.cfg
m01s03i217,3,217,128,,,,hfss,3hr,True,1,W m-2,ok,m01s03i217[lbproc=128],HadGEM3_mappings.cfg
m01s03i217,3,217,128,,,,hfss,day,True,1,W m-2,ok,m01s03i217[lbproc=128],HadGEM3_mappings.cfg
m01s03i217,3,217,128,,,,hfss,APmon,True,1,W m-2,ok,m01s03i217[lbproc=128],HadGEM3_mappings.cfg
m01s03i217,3,217,128,,,,hfss,AP3hr,True,1,W m-2,ok,m01s03i217[lbproc=128],HadGEM3_mappings.cfg
m01s03i217,3,217,128,,,,hfss,APday,True,1,W m-2,ok,m01s03i217[lbproc=128],HadGEM3_mappings.cfg
m01s34i007,34,7,128,,,,hno3,AERmon,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HNO3) * m01s34i007[lbproc=128],HadGEM3_mappings.cfg
m01s34i007,34,7,128,,,,hno3,AEmonLev,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_HNO3) * m01s34i007[lbproc=128],HadGEM3_mappings.cfg
m01s30i113,30,113,128,,,,hur,CFmon,True,1,%,ok,m01s30i113[lbproc=128],HadGEM3_mappings.cfg
m01s30i113,30,113,128,,,,hur,CFday,True,1,%,ok,m01s30i113[lbproc=128],HadGEM3_mappings.cfg
m01s30i113,30,113,128,,,,hur,APmonLev,True,1,%,ok,m01s30i113[lbproc=128],HadGEM3_mappings.cfg
m01s30i113,30,113,128,,,,hur,APdayLev,True,1,%,ok,m01s30i113[lbproc=128],HadGEM3_mappings.cfg
m01s03i245,3,245,128,,,,hurs,Amon,True,1,%,ok,m01s03i245[lbproc=128],HadGEM3_mappings.cfg
m01s03i245,3,245,128,,,,hurs,day,True,1,%,ok,m01s03i245[lbproc=128],HadGEM3_mappings.cfg
m01s03i245,3,245,128,,,,hurs,6hrPlev,True,1,%,ok,m01s03i245[lbproc=128],HadGEM3_mappings.cfg
m01s03i245,3,245,128,,,,hurs,APmon,True,1,%,ok,m01s03i245[lbproc=128],HadGEM3_mappings.cfg
m01s03i245,3,245,128,,,,hurs,APday,True,1,%,ok,m01s03i245[lbproc=128],HadGEM3_mappings.cfg
m01s03i245,3,245,128,,,,hurs,AP6hr,True,1,%,ok,m01s03i245[lbproc=128],HadGEM3_mappings.cfg
m01s03i245,3,245,8192,,,,hursmax,day,True,1,%,embargoed,m01s03i245[lbproc=8192],HadGEM3_mappings.cfg
m01s03i245,3,245,8192,,,,hursmax,APday,True,1,%,embargoed,m01s03i245[lbproc=8192],HadGEM3_mappings.cfg
m01s03i245,3,245,4096,,,,hursmin,day,True,1,%,embargoed,m01s03i245[lbproc=4096],HadGEM3_mappings.cfg
m01s03i245,3,245,4096,,,,hursmin,APday,True,1,%,embargoed,m01s03i245[lbproc=4096],HadGEM3_mappings.cfg
m01s03i245,3,245,4096,,,,hursminCrop,Eday,True,1,%,embargoed,m01s03i245[lbproc=4096],HadGEM3_mappings.cfg
m01s03i245,3,245,4096,,,,hursminCrop,APday,True,1,%,embargoed,m01s03i245[lbproc=4096],HadGEM3_mappings.cfg
m01s03i237,3,237,128,,,,huss,Amon,True,1,1,ok,m01s03i237[lbproc=128],HadGEM3_mappings.cfg
m01s03i237,3,237,128,,,,huss,day,True,1,1,ok,m01s03i237[lbproc=128],HadGEM3_mappings.cfg
m01s03i237,3,237,128,,,,huss,APmon,True,1,1,ok,m01s03i237[lbproc=128],HadGEM3_mappings.cfg
m01s03i237,3,237,128,,,,huss,APday,True,1,1,ok,m01s03i237[lbproc=128],HadGEM3_mappings.cfg
m01s30i462,30,462,128,,,,intuaw,Emon,True,1,kg m-1 s-1,ok,m01s30i462[lbproc=128],HadGEM3_mappings.cfg
m01s30i462,30,462,128,,,,intuaw,APmon,True,1,kg m-1 s-1,ok,m01s30i462[lbproc=128],HadGEM3_mappings.cfg
m01s30i463,30,463,128,,,,intvaw,Emon,True,1,kg m-1 s-1,ok,m01s30i463[lbproc=128],HadGEM3_mappings.cfg
m01s30i463,30,463,128,,,,intvaw,APmon,True,1,kg m-1 s-1,ok,m01s30i463[lbproc=128],HadGEM3_mappings.cfg
m01s34i027,34,27,128,,,,isop,AERmon,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_ISOPRENE) * m01s34i027[lbproc=128],HadGEM3_mappings.cfg
m01s34i027,34,27,128,,,,isop,AEmonLev,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_ISOPRENE) * m01s34i027[lbproc=128],HadGEM3_mappings.cfg
m01s50i229,50,229,128,,,,jno2,AERmon,True,1,s-1,ok,m01s50i229[lbproc=128],HadGEM3_mappings.cfg
m01s50i229,50,229,128,,,,jno2,AEmonLev,True,1,s-1,ok,m01s50i229[lbproc=128],HadGEM3_mappings.cfg
m01s02i391,2,391,128,,,,lwp,AERmon,True,1,kg m-2,ok,m01s02i391[lbproc=128],HadGEM3_mappings.cfg
m01s02i391,2,391,128,,,,lwp,AEmon,True,1,kg m-2,ok,m01s02i391[lbproc=128],HadGEM3_mappings.cfg
m01s03i304,3,304,8192,,,,maxpblz,AERday,True,1,m,ok,m01s03i304[lbproc=8192],HadGEM3_mappings.cfg
m01s03i304,3,304,8192,,,,maxpblz,AEday,True,1,m,ok,m01s03i304[lbproc=8192],HadGEM3_mappings.cfg
m01s05i251,5,251,128,,,,mcd,CFmon,True,1,kg m-2 s-1,ok,m01s05i251[lbproc=128] / ACCELERATION_DUE_TO_EARTH_GRAVITY,HadGEM3_mappings.cfg
m01s05i251,5,251,128,,,,mcd,APmonLev,True,1,kg m-2 s-1,ok,m01s05i251[lbproc=128] / ACCELERATION_DUE_TO_EARTH_GRAVITY,HadGEM3_mappings.cfg
m01s05i250,5,250,128,,,,mcu,CFmon,True,1,kg m-2 s-1,ok,m01s05i250[lbproc=128] / ACCELERATION_DUE_TO_EARTH_GRAVITY,HadGEM3_mappings.cfg
m01s05i250,5,250,128,,,,mcu,APmonLev,True,1,kg m-2 s-1,ok,m01s05i250[lbproc=128] / ACCELERATION_DUE_TO_EARTH_GRAVITY,HadGEM3_mappings.cfg
m01s03i304,3,304,4096,,,,minpblz,AERday,True,1,m,ok,m01s03i304[lbproc=4096],HadGEM3_mappings.cfg
m01s03i304,3,304,4096,,,,minpblz,AEday,True,1,m,ok,m01s03i304[lbproc=4096],HadGEM3_mappings.cfg
m01s08i235,8,235,128,,,,mrrob,GCLmon,True,1,kg m-2 s-1,ok,m01s08i235[lbproc=128],HadGEM3_mappings.cfg
m01s08i235,8,235,128,,,,mrrob,Eday,True,1,kg m-2 s-1,ok,m01s08i235[lbproc=128],HadGEM3_mappings.cfg
m01s08i235,8,235,128,,,,mrrob,LPday,True,1,kg m-2 s-1,ok,m01s08i235[lbproc=128],HadGEM3_mappings.cfg
m01s08i234,8,234,128,,,,mrros,Lmon,True,1,kg m-2 s-1,ok,m01s08i234[lbproc=128],HadGEM3_mappings.cfg
m01s08i234,8,234,128,,,,mrros,Eday,True,1,kg m-2 s-1,ok,m01s08i234[lbproc=128],HadGEM3_mappings.cfg
m01s08i234,8,234,128,,,,mrros,LPmon,True,1,kg m-2 s-1,ok,m01s08i234[lbproc=128],HadGEM3_mappings.cfg
m01s08i234,8,234,128,,,,mrros,LPday,True,1,kg m-2 s-1,ok,m01s08i234[lbproc=128],HadGEM3_mappings.cfg
m01s08i223,8,223,128,,,,mrso,day,True,1,kg m-2,ok,level_sum(m01s08i223[lbproc=128]),HadGEM3_mappings.cfg
m01s08i223,8,223,128,,,,mrso,Lmon,True,1,kg m-2,ok,level_sum(m01s08i223[lbproc=128]),HadGEM3_mappings.cfg
m01s08i223,8,223,128,,,,mrso,LPday,True,1,kg m-2,ok,level_sum(m01s08i223[lbproc=128]),HadGEM3_mappings.cfg
m01s08i223,8,223,128,,,,mrso,LPmon,True,1,kg m-2,ok,level_sum(m01s08i223[lbproc=128]),HadGEM3_mappings.cfg
m01s00i041,0,41,,,,,mrsofc,fx,True,1,kg m-2,ok,mask_zeros(m01s00i041 * FRESHWATER_DENSITY),HadGEM3_mappings.cfg
m01s00i041,0,41,,,,,mrsofc,LPfx,True,1,kg m-2,ok,mask_zeros(m01s00i041 * FRESHWATER_DENSITY),HadGEM3_mappings.cfg
m01s08i223,8,223,128,,,,mrsol,Emon,True,1,kg m-2,ok,m01s08i223[lbproc=128],HadGEM3_mappings.cfg
m01s08i223,8,223,128,,,,mrsol,Eday,True,1,kg m-2,ok,m01s08i223[lbproc=128],HadGEM3_mappings.cfg
m01s08i223,8,223,128,,,,mrsol,LPmon,True,1,kg m-2,ok,m01s08i223[lbproc=128],HadGEM3_mappings.cfg
m01s08i223,8,223,128,,,,mrsol,LPday,True,1,kg m-2,ok,m01s08i223[lbproc=128],HadGEM3_mappings.cfg
m01s08i223,8,223,128,,,0.05,mrsos,day,True,1,kg m-2,ok,"m01s08i223[blev=0.05, lbproc=128]",HadGEM3_mappings.cfg
m01s08i223,8,223,128,,,0.05,mrsos,Lmon,True,1,kg m-2,ok,"m01s08i223[blev=0.05, lbproc=128]",HadGEM3_mappings.cfg
m01s08i223,8,223,128,,,0.05,mrsos,LPday,True,1,kg m-2,ok,"m01s08i223[blev=0.05, lbproc=128]",HadGEM3_mappings.cfg
m01s08i223,8,223,128,,,0.05,mrsos,LPmon,True,1,kg m-2,ok,"m01s08i223[blev=0.05, lbproc=128]",HadGEM3_mappings.cfg
m01s34i002,34,2,128,,,,no,AERmon,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_NO) * m01s34i002[lbproc=128],HadGEM3_mappings.cfg
m01s34i002,34,2,128,,,,no,AEmonLev,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_NO) * m01s34i002[lbproc=128],HadGEM3_mappings.cfg
m01s34i996,34,996,128,,,,no2,AERmon,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_NO2) * m01s34i996[lbproc=128],HadGEM3_mappings.cfg
m01s34i996,34,996,128,,,,no2,AEmonLev,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_NO2) * m01s34i996[lbproc=128],HadGEM3_mappings.cfg
m01s02i285,2,285,128,,2,,od443dust,Emon,True,1,1,ok,"m01s02i285[lbplev=2, lbproc=128]",HadGEM3_mappings.cfg
m01s02i285,2,285,128,,2,,od443dust,APmon,True,1,1,ok,"m01s02i285[lbplev=2, lbproc=128]",HadGEM3_mappings.cfg
m01s02i285,2,285,128,,3,,od550dust,AERmon,True,1,1,ok,"m01s02i285[lbplev=3, lbproc=128]",HadGEM3_mappings.cfg
m01s02i285,2,285,128,,3,,od550dust,AEmon,True,1,1,ok,"m01s02i285[lbplev=3, lbproc=128]",HadGEM3_mappings.cfg
m01s02i285,2,285,128,,5,,od865dust,Emon,True,1,1,ok,"m01s02i285[lbplev=5, lbproc=128]",HadGEM3_mappings.cfg
m01s02i285,2,285,128,,5,,od865dust,APmon,True,1,1,ok,"m01s02i285[lbplev=5, lbproc=128]",HadGEM3_mappings.cfg
m01s34i081,34,81,128,,,,oh,AERmon,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_OH) * m01s34i081[lbproc=128],HadGEM3_mappings.cfg
m01s34i081,34,81,128,,,,oh,AEmonLev,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_OH) * m01s34i081[lbproc=128],HadGEM3_mappings.cfg
m01s00i033,0,33,,,,,orog,fx,True,1,m,ok,m01s00i033,HadGEM3_mappings.cfg
m01s00i033,0,33,,,,,orog,LPfx,True,1,m,ok,m01s00i033,HadGEM3_mappings.cfg
m01s34i017,34,17,128,,,,pan,AERmon,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_PAN) * m01s34i017[lbproc=128],HadGEM3_mappings.cfg
m01s34i017,34,17,128,,,,pan,AEmonLev,True,1,mol mol-1,ok,(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_PAN) * m01s34i017[lbproc=128],HadGEM3_mappings.cfg
m01s02i348,2,348,128,,,,parasolRefl,Emon,True,1,1,ok,fix_parasol_sza_axis(m01s02i348[lbproc=128]),HadGEM3_mappings.cfg
m01s02i348,2,348,128,,,,parasolRefl,Eday,True,1,1,ok,fix_parasol_sza_axis(m01s02i348[lbproc=128]),HadGEM3_mappings.cfg
m01s02i348,2,348,128,,,,parasolRefl,APmon,True,1,1,ok,fix_parasol_sza_axis(m01s02i348[lbproc=128]),HadGEM3_mappings.cfg
